sample,sample.type,sample.number,index,reference,startpos,ref.length,number.of.reads,covbases,pc.coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy25_SQK-NBD114-24_barcode14,oyster,14,24,NC_024451.1,1,220222,8,121,0.0549446,0.00404138,33.6,3.25,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.004041376,0.175648848,43.46262989,0.08
oy34_SQK-NBD114-24_barcode20,oyster,20,36,NC_024451.1,1,220222,23,121,0.0549446,0.0116564,35.1,2.48,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.011656419,0.507238331,43.51579267,0.08
oy38_SQK-NBD114-24_barcode24,oyster,24,17,NC_024451.1,1,220222,8,121,0.0549446,0.00413673,34.3,3.12,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.004136735,0.179166062,43.31098634,0.03
oy54_SQK-NBD114-24_barcode13,oyster,37,33,NC_024451.1,1,220222,6,121,0.0549446,0.00306509,39.6,2,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.003065089,0.133331176,43.49993801,0.04
m12_SQK-NBD114-24_barcode11,mussel,57,8,NC_024451.1,1,220222,3,120,0.0544905,0.00159839,36.5,2.33,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.001598387,0.068899911,43.10589804817032,0.13
oy23_SQK-NBD114-24_barcode12,oyster,12,15,NC_024451.1,1,220222,1,119,0.0540364,0.000540364,34.4,10,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000540364,0.023239445,43.0070348,0.04
oy35_SQK-NBD114-24_barcode21,oyster,21,40,NC_024451.1,1,220222,7,119,0.0540364,0.00360545,35.8,21.4,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.003605453,0.156752301,43.47645493,0.02
oy33_SQK-NBD114-24_barcode19,oyster,19,19,NC_024451.1,1,220222,1,118,0.0535823,0.000535823,38.1,1,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000535823,0.023141647,43.18898165,0
S07_SQK-NBD114-24_barcode02, bay seawater,81,106,NC_024451.1,1,220222,1,117,0.0531282,0.000531282,42.3,1,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000531282,0.023043433105192065,43.37325577172314,0
oy53_SQK-NBD114-24_barcode42,oyster,66,17,NC_024451.1,1,220222,3,116,0.0526741,0.00139405,42,1.67,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.001394048,0.063090425,45.25700183,0
oy11_SQK-NBD114-24_barcode03,oyster,3,35,NC_024451.1,1,220222,3,115,0.05222,0.00143946,34.1,9.33,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.001439457,0.063876226,44.37523734,0.01
oy32_SQK-NBD114-24_barcode18,oyster,18,21,NC_024451.1,1,220222,4,115,0.05222,0.00201615,36.5,3.75,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.002016147,0.08876311,44.02610252,0.02
S31_SQK-NBD114-24_barcode09, bay seawater,88,90,NC_024451.1,1,220222,1,114,0.0517659,0.000517659,38.4,2,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000517659,0.022746241,43.94054994904546,0.02
oy22_SQK-NBD114-24_barcode11,oyster,11,13,NC_024451.1,1,220222,2,113,0.0513119,0.000939961,32.8,3,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000939961,0.042341009,45.04551571,0.1
oy31_SQK-NBD114-24_barcode17,oyster,17,22,NC_024451.1,1,220222,2,113,0.0513119,0.00102624,34.8,3,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.001026237,0.045292617,44.13464916,0.01
oy36_SQK-NBD114-24_barcode22,oyster,22,26,NC_024451.1,1,220222,1,106,0.0481332,0.000481332,27.8,1,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000481332,0.02193401,45.56935415,0
oy24_SQK-NBD114-24_barcode13,oyster,13,17,NC_024451.1,1,220222,2,100,0.0454087,0.000880929,38.2,6.5,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000880929,0.041639371,47.26755444,0.06
oy55_SQK-NBD114-24_barcode14,oyster,38,27,NC_024451.1,1,220222,1,86,0.0390515,0.000390515,43,1,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000390515,0.019757594,50.59368469,0
m14_SQK-NBD114-24_barcode13,mussel,59,15,NC_024451.1,1,220222,1,78,0.0354188,0.000354188,44.6,1,72201,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Invertebrate iridescent virus 31,0.000354188,0.018816551156765008,53.125878574937225,0.03
S09_SQK-NBD114-24_barcode03, bay seawater,82,2,NC_001266.1,1,159857,3,93,0.058177,0.000863272,34.3,0,10271,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Leporipoxvirus,Rabbit fibroma virus,0.000863272,0.037756185,43.736162633056324,0.02
S14_SQK-NBD114-24_barcode04, bay seawater,83,210,NC_076912.1,1,31537,1,109,0.345626,0.00345626,41.9,1,2806429,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Tobaniviridae,Lyctovirus,Lyctovirus alpa,0.003456258,0.058688261,16.980290787538312,0.02
S09_SQK-NBD114-24_barcode03, bay seawater,82,40,NC_009334.1,1,172764,1,527,0.30504,0.0030504,39.8,1,12509,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus humangamma4,0.003050404,0.055146160833503384,18.078313719619317,0.01
S31_SQK-NBD114-24_barcode09, bay seawater,88,20,NC_009334.1,1,172764,1,144,0.0833507,0.000833507,43.2,1,12509,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Lymphocryptovirus,Lymphocryptovirus humangamma4,0.000833507,0.028858486563474173,34.62296925452814,0.02
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,17,NC_007646.1,1,135135,93,987,0.730381,0.137699,35.6,4.61,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.137699338,2.219720577,16.12005267,0.06
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,41,NC_024382.1,1,137090,51,821,0.598877,0.0793785,36.5,2.24,138184,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma2,0.07937851,1.258673904,15.85660775,0.03
S14_SQK-NBD114-24_barcode04, bay seawater,83,85,NC_024382.1,1,137090,4,800,0.583558,0.0118098,34.3,1.75,138184,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma2,0.011809760011671165,0.16827444416461654,14.248760685934084,0.06
S09_SQK-NBD114-24_barcode03, bay seawater,82,109,NC_024382.1,1,137090,5,716,0.522285,0.0111387,39.5,13.4,138184,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma2,0.011138668028302575,0.1631263076211115,14.64504617667202,0.03
S09_SQK-NBD114-24_barcode03, bay seawater,82,28,NC_007646.1,1,135135,7,626,0.46324,0.0187146,34.2,26.3,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.018714618714618714,0.2973429868173365,15.88827383296195,0.05
S07_SQK-NBD114-24_barcode02, bay seawater,81,21,NC_007646.1,1,135135,3,582,0.43068,0.0043068,35.7,1,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.004306804,0.065484775,15.204957140665828,0.01
S09_SQK-NBD114-24_barcode03, bay seawater,82,11,NC_002687.1,1,335593,11,449,0.133793,0.00611753,36.4,1.64,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.006117529,0.1744620009729604,28.518376177554167,0.07
S07_SQK-NBD114-24_barcode02, bay seawater,81,7,NC_002687.1,1,335593,6,320,0.0953536,0.00191601,40.1,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.001916011,0.080111159,41.811421637014725,0.01
S14_SQK-NBD114-24_barcode04, bay seawater,83,7,NC_002687.1,1,335593,5,238,0.0709192,0.0014452,41.1,2.2,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.001445203,0.065009595,44.98302095,0.08
S02_SQK-NBD114-24_barcode01, bay seawater,80,5,NC_002687.1,1,335593,5,221,0.0658536,0.00312283,32.9,8.6,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.00312283,0.12347802883193239,39.54042187957508,0.25
oy23_SQK-NBD114-24_barcode12,oyster,12,2,NC_002687.1,1,335593,5,121,0.0360556,0.00154354,34.7,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.001543536,0.084482058,54.73279407,0.22
oy26_SQK-NBD114-24_barcode15,oyster,15,3,NC_002687.1,1,335593,15,115,0.0342677,0.0041449,40,2.4,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.004144902,0.237422775,57.28067668,0.4
oy20_SQK-NBD114-24_barcode09,oyster,9,3,NC_002687.1,1,335593,15,114,0.0339697,0.00409425,39.6,1.4,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.004094245,0.234893788,57.37169647,0.41
oy21_SQK-NBD114-24_barcode10,oyster,10,4,NC_002687.1,1,335593,12,113,0.0336717,0.00351616,37.4,2.83,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.003516164,0.19705915,56.04378923,0.42
oy22_SQK-NBD114-24_barcode11,oyster,11,2,NC_002687.1,1,335593,16,112,0.0333738,0.00471702,40.3,4.5,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.004717023,0.264000244,55.9675514,0.77
oy42_SQK-NBD114-24_barcode02,oyster,26,4,NC_002687.1,1,335593,1,112,0.0333738,0.000333738,45.7,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000333738,0.018265438,54.72993762,0
oy54_SQK-NBD114-24_barcode13,oyster,37,4,NC_002687.1,1,335593,1,112,0.0333738,0.000333738,46.2,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000333738,0.018265438,54.72993762,0.01
oy25_SQK-NBD114-24_barcode14,oyster,14,6,NC_002687.1,1,335593,15,110,0.0327778,0.00392142,37.3,1.87,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.003921417,0.228283251,58.21448402,0.16
oy34_SQK-NBD114-24_barcode20,oyster,20,4,NC_002687.1,1,335593,35,110,0.0327778,0.0095145,37.1,2.31,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.009514501,0.54755584,57.54961077,0.11
oy24_SQK-NBD114-24_barcode13,oyster,13,2,NC_002687.1,1,335593,7,109,0.0324798,0.00191303,39,1.43,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.001913032,0.109757238,57.37345905,0.23
oy13_SQK-NBD114-24_barcode05,oyster,5,7,NC_002687.1,1,335593,4,104,0.0309899,0.00120086,37.3,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.001200859,0.068626683,57.14797635,0.01
oy12_SQK-NBD114-24_barcode04,oyster,4,9,NC_002687.1,1,335593,1,103,0.0306919,0.000306919,41.4,2,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000306919,0.017516426,57.07174841,0
oy36_SQK-NBD114-24_barcode22,oyster,22,1,NC_002687.1,1,335593,1,103,0.0306919,0.000306919,32.7,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000306919,0.017516426,57.07174841,0
oy37_SQK-NBD114-24_barcode23,oyster,23,2,NC_002687.1,1,335593,2,103,0.0306919,0.000604899,37.1,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000604899,0.034648138,57.27917535,0
oy27_SQK-NBD114-24_barcode16,oyster,16,1,NC_002687.1,1,335593,1,101,0.030096,0.00030096,42.6,10,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.00030096,0.017345582,57.63421701,0.02
oy45_SQK-NBD114-24_barcode05,oyster,29,2,NC_002687.1,1,335593,1,93,0.0277121,0.000277121,42.9,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000277121,0.016644657,60.06269126,0
oy11_SQK-NBD114-24_barcode03,oyster,3,8,NC_002687.1,1,335593,2,88,0.0262222,0.000488687,38.5,4,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000488687,0.030681883,62.78430044,0.01
oy31_SQK-NBD114-24_barcode17,oyster,17,4,NC_002687.1,1,335593,1,86,0.0256263,0.000256263,32.6,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000256263,0.016006159,62.45994065,0.01
m26_SQK-NBD114-24_barcode04,mussel,69,4,NC_002687.1,1,335593,1,84,0.0250303,0.000250303,45.6,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000250303,0.015818993108104668,63.19932564438297,0
oy53_SQK-NBD114-24_barcode45,oyster,69,4,NC_002687.1,1,335593,1,84,0.0250303,0.000250303,32.1,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000250303,0.015818993,63.19932564,0
oy35_SQK-NBD114-24_barcode21,oyster,21,5,NC_002687.1,1,335593,3,80,0.0238384,0.000715152,38.2,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000715152,0.046313546,64.76042387,0.01
oy10_SQK-NBD114-24_barcode02,oyster,2,5,NC_002687.1,1,335593,1,78,0.0232424,0.000232424,38.8,1,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.000232424,0.015243699,65.58562616,0
S07_SQK-NBD114-24_barcode02, bay seawater,81,105,NC_024382.1,1,137090,2,581,0.423809,0.00423809,34.6,0.5,138184,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma2,0.004238092,0.06496253,15.328250049164359,0
03_dolphin_serum_SQK-NBD114-24_barcode17,dolphin serum,95,17,NC_024382.1,1,137090,2,557,0.406302,0.00406302,40.2,0.5,138184,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma2,0.004063024,0.063612233,15.656375141943805,0.16
03_dolphin_serum_SQK-NBD114-24_barcode17,dolphin serum,95,8,NC_007646.1,1,135135,2,514,0.38036,0.00517261,34.9,12.5,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.005172605,0.088791058,17.165636177327077,0.16
oy10_SQK-NBD114-24_barcode02,oyster,2,10,NC_007646.1,1,135135,1,506,0.37444,0.0037444,42.5,1,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.003744404,0.061076863,16.31150568,0
02_sealion_feces_SQK-NBD114-24_barcode16,sealion feces,96,14,NC_007646.1,1,135135,3,420,0.3108,0.00537241,39.6,1,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.005372405,0.10120448375306715,18.83783458949136,0.03
04_sealion_serum_SQK-NBD114-24_barcode18,sealion serum,97,8,NC_007646.1,1,135135,1,362,0.26788,0.0026788,39.3,1,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.002678803,0.051687780906232654,19.295105725866712,0.08
oy12_SQK-NBD114-24_barcode04,oyster,4,8,NC_002531.1,1,130608,4,342,0.261852,0.00838387,33.7,2,35252,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma1,0.008383866,0.17508638,20.88372783,0.01
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,11,NC_002531.1,1,130608,3,320,0.245008,0.00492313,29.8,9.33,35252,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma1,0.004923129,0.107375135,21.81034462,0
S07_SQK-NBD114-24_barcode02, bay seawater,81,6,NC_002531.1,1,130608,1,295,0.225867,0.00225867,37.9,9,35252,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus alcelaphinegamma1,0.002258667,0.047471735,21.01758746980368,0
S09_SQK-NBD114-24_barcode03, bay seawater,82,175,NC_044937.1,1,326592,22,1027,0.31446,0.0183746,38,6.77,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.018374608073682148,0.42425747943382924,23.08933489805918,0.15
S07_SQK-NBD114-24_barcode02, bay seawater,81,160,NC_044937.1,1,326592,7,930,0.284759,0.0065862,39.1,3.29,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.006586199,0.13841224522871695,21.015496045437995,0.02
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,78,NC_044937.1,1,326592,54,534,0.163507,0.0458523,36.2,11.2,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.045852317,1.463653855,31.9210444,0.03
S02_SQK-NBD114-24_barcode01, bay seawater,80,117,NC_044937.1,1,326592,3,507,0.15524,0.00201475,36.8,3,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.002014746,0.054179223,26.89133849183464,0.15
S14_SQK-NBD114-24_barcode04, bay seawater,83,144,NC_044937.1,1,326592,2,374,0.114516,0.0018739,39.4,1.5,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.001873898,0.057687626,30.78483201761772,0.03
02_sealion_feces_SQK-NBD114-24_barcode16,sealion feces,96,81,NC_044937.1,1,326592,2,350,0.107167,0.00192901,30.8,1.5,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.001929012,0.060332155,31.27618902615846,0.02
oy33_SQK-NBD114-24_barcode19,oyster,19,28,NC_044937.1,1,326592,3,298,0.0912453,0.0027343,37,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.002734298,0.090494724,33.09613996,0
oy10_SQK-NBD114-24_barcode02,oyster,2,56,NC_044937.1,1,326592,3,293,0.0897144,0.00155852,40.3,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.001558519,0.055945685,35.89668576,0
oy09_SQK-NBD114-24_barcode01,oyster,1,48,NC_044937.1,1,326592,5,292,0.0894082,0.00340792,40.3,1.6,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.003407922,0.118385225,34.73824571,0.01
oy13_SQK-NBD114-24_barcode05,oyster,5,68,NC_044937.1,1,326592,4,289,0.0884896,0.00245873,38.1,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.002458725,0.088206736,35.87498679,0.01
oy12_SQK-NBD114-24_barcode04,oyster,4,60,NC_044937.1,1,326592,6,288,0.0881834,0.00417953,38.4,7,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.004179527,0.144774913,34.63906833,0.01
oy35_SQK-NBD114-24_barcode21,oyster,21,67,NC_044937.1,1,326592,1,273,0.0835905,0.000835905,41,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000835905,0.028899941,34.57322219,0
04_sealion_serum_SQK-NBD114-24_barcode18,sealion serum,97,23,NC_044937.1,1,326592,1,255,0.0780791,0.000780791,38,3,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000780791,0.027931722,35.77363472,0.08
03_dolphin_serum_SQK-NBD114-24_barcode17,dolphin serum,95,27,NC_044937.1,1,326592,1,251,0.0768543,0.000768543,27.5,7,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000768543,0.027711953,36.05777789345239,0.08
oy22_SQK-NBD114-24_barcode11,oyster,11,30,NC_044937.1,1,326592,1,172,0.0526651,0.000526651,34.1,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000526651,0.022942834,43.56363963,0.05
S20_SQK-NBD114-24_barcode07, bay seawater,86,125,NC_044937.1,1,326592,1,107,0.0327626,0.000327626,42.7,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000327626,0.018097474,55.23822663919427,0
oy21_SQK-NBD114-24_barcode10,oyster,10,34,NC_044937.1,1,326592,1,101,0.0309254,0.000309254,29.4,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000309254,0.01758291,56.85581904,0.04
sd1_SQK-NBD114-24_barcode16,sd seawater,90,173,NC_044937.1,1,326592,1,70,0.0214335,0.000214335,43.5,0,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.000214335,0.014638605,68.29787698,0.01
02_sealion_feces_SQK-NBD114-24_barcode16,sealion feces,96,11,NC_004302.1,1,33350,7,78,0.233883,0.015982,41.6,0,43685,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Lactococcus phage r1t,0.015982009,0.3305749654348854,20.68419342824283,0.06
sd2_SQK-NBD114-24_barcode17,sd seawater,91,3,NC_001721.1,1,3699,2,741,20.0324,0.211679,38.1,60,47669,Viruses,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Alphanecrovirus,Alphanecrovirus oleae,0.211678832,0.435407561,2.056925375,0.01
